id,node_id,name,parent_id,create_user_id,parent_mindMap_id,details,img_url,attachment_url,attachment_name,is_premium
59,59,5.5.2 油工材料验收,58,1,1,"# 油工材料验收
没做好油工材料验收的业主，98%家里都会各种毒气超标；
1、各种胶水，通通不让进门，油工是最喜欢用胶水的工种，加了胶水，他们干活会轻松十倍，但对你家来说却百害而无一利；
![[Pasted image 20250615112751.png]]
2、腻子粉一定要看检测报告，不是说南方就要用耐水腻子，耐水腻子一般很容易苯系物超标，卫生间等地方用就行了，用也要用环保更好，耐水更强的水泥基耐水腻子；家里其他地方用一般腻子就行了；
![[Pasted image 20250615113155.png]]
3、嵌缝石膏要用柔韧性好的，可以加乳液增加柔韧性；
![[Pasted image 20250615113541.png]]
4、阴阳角条要选克重高，韧性好的，把它绕几圈，开裂的就是差的；韧性不够高，就承受不了撞击；
![[Pasted image 20250615113823.png]]
5、用国标界面剂，黄墙绿地就是掺了颜色的801胶水；国标JGT468或者JCT2329；刷了国标界面剂的墙面，硬度很高，用硬物刮，不怎么掉灰的就是好的，刷刷掉灰的就是没用的；或者墙面上洒水，没刷界面剂的墙面，洒水上去直接秒吸收，而刷了墙固界面剂的墙体吸水率明显降低；环保报告要符合GB18582，不能要GB18583；石膏板开槽处，一定要喷涂界面剂；
![[Pasted image 20250615114304.png]]
6、预埋型材：踢脚线、灯材等各种预埋款式要在油工进场前准备好；",,,,
60,60,5.5.3 油工施工过程监工,58,1,1,"# 油工施工过程监工
油工的工艺是和钱直接挂钩的！ 纯纯就是个良心活，他想不想给你好好弄， 你不监工是看不出来的?? ，我说的不是什么容易开裂的地方要挂网，腻子不要加胶水这些事，相信大家都很清楚了！ 

我想说的是 老老实实和偷奸耍滑，他们不说 我们看不出来的一些事情！油工工人很多但是好的油工不太多，你家的活干的好与不好 ，可能就差几袋石膏几袋腻子，所以！我们要高效率监工，我们要盯重要阶段！

我想跟大家分享油工三大重要的时间节点?? 
1）石膏打底阶段 2）第一遍腻子阶段 3）乳胶漆阶段

1、石膏打底阶段，有时间的话可以全线盯工（一两天的工期）因为他有可能忙活一天，干完了你再过去啥也看不出来，很容易偷懒?? 底子打不好 ，用再好的乳胶漆也白搭?? 。
石膏又分为嵌缝石膏、轻质石膏、粉刷石膏 
?嵌缝石膏 
主要用于石膏板之间的缝隙、水电槽、孔洞等小面积修补以及阴阳角的修正 
?粉刷石膏 
用于大面积找平，墙面误差大的地方，用粉刷石膏先进行找平，相对于腻子找平厚度更大！ 
?轻质石膏 
质量更轻，??进行墙面大误差找平和冲筋找平～ 因为质量更轻，不管是在运输还是施工方面都大大节约了人工成本
??在石膏打底阶段监工：大面要看他的石膏（不是腻子！）打的厚不厚，打的厚是结实稳定的基础，如果很稀的话，挂不住墙 料会往下沉降！
![[Pasted image 20250623224751.png]]
可以用??手机自带的水平功能看一下，这面墙不太直（这里高那里低什么的多说点细节）嘱咐工人多上心，自己心里也有数 ；
细节
??要看有没有做顶面吊顶钉眼处的防锈处理以及两块板子交接处的填缝处理 
??水电开槽处、新旧墙体交界处，线盒处要挂网处理 
??不平的地方、墙体歪斜的地方石膏处理平整 ，用水平仪打着看看直不直 

2、第一遍腻子 墙体平不平就靠第一遍腻子干完的情况啦，一般是第一遍腻子厚刮，第二遍薄刮 监工最重要的点！

3、做完了一面墙之后看刮的平不平，看两点，1大面平2细节平
1）看大面平不平：我们可以用??手机自带的功能检查墙面有无歪斜的情况，一眼就能看出来 
- 用靠尺检查阴阳角处有没有垂直
- 晚上用灯打一下光，看一下平滑否，不平滑再磨！ 
- 最好是晚上打磨喔??先机器磨再手工磨
2）看细节平不平
??肉眼看有没有气泡沙眼疙瘩不平滑 
??插座线盒处有没有处理的干净 
??踢脚线处理好，看腻子有没有刮到底，踢脚线处不平的话，安装踢脚线空很大用胶量也大
??自己监工干完一面检查一下，提一提要求，也让工人知道你的标准?? 
??再有一个，工人可能会说 顺平工艺就是顺下来就行，实际上国标要求的顺平工艺误差不小于4mm呢??我们就拿国标说事?? 不然的话安装柜子安装门啥的 1收口不好收 2用胶量大3不好看

4、盯第二遍刮腻子，要干透了再刮，不干就刮的话，腻子里的水分没干，容易发霉起泡长毛；
![[Pasted image 20250615155113.png|343]]
5、乳胶漆关窗户阴干，刷完乳胶漆要关窗户阴干7-15天，如果开窗痛风，容易导致墙面顶面开裂；",,,,
61,61,5.5.4 油工施工验收,58,1,1,"# 油工施工验收
验收时间点：腻子打磨完验收一次，乳胶漆上完验收一次；
1、腻子找平结束后，一定要在晚上验收，一定要配合手电灯光，避免波浪墙；
![[Pasted image 20250615161012.png|343]]
### 乳胶漆上完后
1、检查乳胶漆最低点十分低于后期踢脚线安装高度；
2、用手或深色衣服蹭一下墙面，看是否掉灰；
![[Pasted image 20250615163719.png|343]]
3、检查有没有以下的问题：
![[Pasted image 20250615163746.png|343]]
4、侧光验收：
![[Pasted image 20250615163819.png|343]]
",,,,
62,62,5.6 厨房卫生间装修,34,1,1,,,,,
63,63,5.6.1 厨房设计交底,63,1,1,"# 厨房设计交底
![[Pasted image 20250622093914.png]]
1、橱柜布局怎么选？ 一字型橱柜：一字型橱柜，简洁又实用，让你的小厨房也能井井有条。
2、L型橱柜：两面墙的空间全利用，L型布局，适合大多数家庭的长方形厨房，转角也能变废为宝！
3、U型橱柜：如果你家厨房够大，U型布局绝对是你的不二之选，三面墙全包围，收纳空间MAX！
4、色彩搭配小技巧
简约风才是王道！白色、灰色的橱柜门板，耐看又百搭，让你的厨房瞬间高大上！
5、材质选择有讲究 门板：饰面板性价比高，环保；烤漆门板防水防尘，懒人救星！
6、柜体：多层板，防水防潮，承重力强。 台面：石英石，至少1.5cm厚，耐磨耐刮，清洁超方便！
7、收纳小妙招 
多用抽屉拉篮：小物件统统收起来，找东西再也不用翻箱倒柜！
![[Pasted image 20250622091924.png]]
8、厨房墙面珐琅板磁吸收纳 厨房墙面改造磁吸珐琅板，所有的挂钩、搁板甚至是轨道插座都是磁吸上去的，免打孔可移动非常方便好用。 而且珐琅板墙面可以随意磁吸冰箱贴，厨房墙面再小的空间都可以利用起来，既实用又好看
![[Pasted image 20250622092340.png]]
9、厨房家电位置安排 
厨房嵌入式家电要提前预留好位置和电源，主要是冰箱、洗碗机、蒸烤箱等等，其中洗碗机需要提前预留好上下水，安排在水槽旁。紧挨着碗盘拉篮，水槽旁拿取洗碗凝珠、洗好碗筷直接码放在隔壁拉篮里一气呵成。 碗盘拉篮紧挨着洗碗机，洗碗机可以一键烘干消毒，碗盘洗好都是温特干燥的非常放心。这样洗好的碗筷取出来可以直接码放在拉篮里。
10、水槽下收纳
水槽下方被上下水管道切割的支离破碎，我用两个抽屉和一个壁挂抽屉解决清洁用品收纳，严丝合缝。柜门也可以利用起来，榨干空间。
![[Pasted image 20250622093049.png]]
11、转角柜设计：可以做钻石柜，也可以做对开门错层直角柜；
![[Pasted image 20250622093227.png]]",,,,
64,64,5.6.2 橱柜施工及验收要求,63,1,1,"# 橱柜施工及验收要求
## 施工
1、燃气灶下面容易落油污，需要用活动层板接油污；
![[Pasted image 20250622102622.png|343]]
![[Pasted image 20250622102608.png|343]]
2、做隐形透气孔；
![[Pasted image 20250622102932.png|343]]
3、在开孔处贴封边条，这样防止橱柜板材受潮；
![[Pasted image 20250622103019.png|343]]





## 验收
1、验胶：挡水条上的胶，要饱满，按压检查是不是空的，同时不起皮；不要打宽胶；
![[Pasted image 20250622102311.png|343]]
2、验水槽：不要去按压盆；台下盆看下面固定件数量，长边每边两个，短边每边一个，固定在台面下；
![[Pasted image 20250622102428.png]]
3、水盆下水口连接：下水管是50，软管是40，要严丝合缝地连接，要么打胶，要么用连接件；
![[Pasted image 20250622102505.png]]
4、橱柜踢脚线：看踢脚线固不固定，用脚踢一下，如过里面逛荡，说明里面少卡子，让工人重做；
5、吊柜需要用吊码固定，分为明装吊码和暗装吊码；
![[Pasted image 20250622102112.png|300]]![[Pasted image 20250622102158.png|300]]",,,,
65,65,5.7 全包装修验收,34,1,1,,,,,
66,66,6 全屋定制后期,1,1,1,,,,,
67,67,6.1 全屋定制安装与验收,67,1,1,"# 全屋定制安装与验收
1、运送的板材按区域分类摆放，不要贴墙防止刮擦；
2、检查板材品牌和色号；
3、检查板材用料是否和合同约定一致，开槽、开孔处可见；
4、检查板材厚度，面板层板一般18mm，背板9mm；
![[Pasted image 20250622115119.png]]
5、检查封边工艺是否合格，是否存在溢胶、破损；
6、检查板材表面是否有破损、变形、翘边；
7、检查铰链、拉手、衣通等，品牌、型号是否与订单一致；
8、检查美容胶品牌、型号是否与订单一致；
![[Pasted image 20250622115557.png]]
9、大纸壳子垫拆分板子，防止磕碰；
10、多余纸壳子集中摆放，最后一起卖；
11、检查玻璃门型号、颜色，是否与订单一致；
12、检查非标板材尺寸是否与订单一致，否则返工处理；
![[Pasted image 20250622115838.png]]
13、撕掉标签，检查板材有无瑕疵、破损；
14、检查水槽下方是否使用防水铝箔板；
15、检查柜子效果是否和约定一致，比如门板上盖、下盖；
16、上下分段式检查分段位置是否与订单一致；
![[Pasted image 20250622120158.png]]
17、检查左右两扇柜门是否齐平；
18、检查左右两扇柜门是否在一个面上；
19、检查封边是否平整无溢胶；
20、检查门板下吊，是否与订单一致；
![[Pasted image 20250622120504.png]]
21、检查门板缝隙是否均匀；
22、检查抽屉是否顺滑，是否有阻尼；
23、检查柜门开合是否顺畅；
24、检查衣通安装是否牢固；
![[Pasted image 20250622121733.png]]
25、检查反弹器是否弹出顺畅；
26、检查活动层板是否打孔可拆卸；
27、检查柜体是否安装牢固，隔板是否齐全；
28、检查灯带预留引线是否正确；
![[Pasted image 20250622121853.png]]
29、检查大钉眼是否都贴上钉眼贴；
30、检查柜体与墙面、天花板交接处是否顺直，缝隙均匀；
31、检查柜体与墙面、天花板交接处是否都打胶；
32、检查铰链数量是否足够多；
![[Pasted image 20250622122233.png]]
33、检查特殊做法处是否和下单文件一致；
34、检查过空调管的阳台柜是否打孔；
35、检查开放格板材交接是否和订单文件一致；
36、检查吊柜排烟孔位置是否预留正确；
![[Pasted image 20250622122625.png]]",,,,
68,68,7 电器挑选,1,1,1,,,,,
69,69,7.1 电器挑选表,69,1,1,,,,,
70,70,8 全屋家具,1,1,1,,,,,
71,71,8.1 家具,71,1,1,,,,,
72,72,8.1.1 沙发挑选,72,1,1,"# 沙发挑选
1、买真皮沙发就先问什么皮质？但凡是生态皮、硅胶皮、超纤皮都是假皮，说含真皮50%也是假皮；只有头层皮是真皮，用手一按带纹理的；头层皮往上是半青皮和全青皮；
2、 买布艺沙发就买磨砂布或棉麻，不要科技布，容易爆皮；
3、问海绵多少d的？40D、45D的，不要30D的，不然容易塌；或者用羽绒的；
4、靠包用那种海绵+羽绒的，不要公仔棉的；
5、沙发底部框架、弹簧、绷带、内部结构什么样的？沙发底下翻起来看，有没有拉链，没有拉链肯定有坑； 框架最好是实木松木的，蛇形弹簧+绷带；弹簧线径4mm；
![[Pasted image 20250622175703.png]]

1、预算充足选真皮沙发，预算不足选布艺沙发；
![[Pasted image 20250622175834.png]]
2、框架选松木、桦木或金属框架，不选桉木、杂木或大芯板；
![[Pasted image 20250622181016.png]]
3、沙发封底要选布艺封底，不选无纺布封底；
![[Pasted image 20250622181101.png]]
4、填充物选一体成型的高密度回弹海绵，不选公仔棉、低密度海绵；
![[Pasted image 20250622181146.png]]
5、弹簧选锰钢材质的蛇形弹簧；不选纯绷带；
![[Pasted image 20250622182300.png]]
6、沙发尺寸，离地不少于15cm，坐深不少于55cm，坐高不少于45cm；
![[Pasted image 20250622182338.png]]


## 沙发品牌
第1??：皮质沙发 
???顾家家居：目前市场上比较主流的皮沙发品牌之一。目前最大的家具生产商。 
???斯帝罗兰：现代风格为主，产品设计上稍微好一些，性价比的话一般般。 
???锐驰和德驰：做高端极简家具的，款式设计上是很不错的，但是比较贵，配齐全屋可能要十几到二十几万。 
第2??：布艺沙发 
???非同：在国内很多卖场都可以看见，主要是做布艺沙发的，具有一定的品牌溢价 
???爱依瑞斯：和非同是老对手了，属于那种你在哪里开店我就在你对面开店那种。打的是如胶似漆相爱相杀。 
第3??：功能沙发。 
???芝华仕：头等舱沙发形象深入人心沙发颜值上显得臃肿，虽然如此，但是它的价格还是和品牌成正比的。
???LAZBOY乐至宝，它的定位比芝华士还要高，名气虽然不大，但是价格上却要贵上很多，用料扎实，也没什么需要被担心用户看到的。",,,,
73,73,8.1.2 床挑选,72,1,1,"# 床挑选
1、选齐边床，床垫不会滑，不会跑，更省空间，更安全；不选内陷床，换床单费劲，易磕碰，小房间千万不要选，占空间；
![[Pasted image 20250623221452.png|343]]
2、选普通窗，更加稳固，舒适度好，透气；不选储物床，不透气，易受潮，拿取不方便，灰尘大；
![[Pasted image 20250623222122.png|343]]
3、框架选实木，结实耐用，无甲醛；不选密度板，不耐用，密度板甲醛高；
![[Pasted image 20250623222229.png|343]]
4、材质选头层牛皮，透气性好，更加耐用；不选仿皮/2层皮，不透气，易磨损掉皮；
![[Pasted image 20250623222338.png|343]]
5、选排骨架，排骨架更加结实耐用，不选拱形架，时间久了不稳定，会吱吱响，间隙大影响床垫寿命；
![[Pasted image 20250623222439.png]]
6、选高脚床，最好离地20公分，方便打扫，机器人也好进去清理卫生；不选矮脚床，容易积攒灰尘，又不好清洁卫生；
![[Pasted image 20250623222555.png|343]]
7、靠背选羽绒填充，不易塌陷，包裹性更好；不选公仔棉，容易塌陷；
![[Pasted image 20250623222716.png|343]]
8、靠背选25-35D填充的，不易塌陷，支撑性更好；靠背选45高的，45公分左右高度，靠着更加舒服，对脖子更友好；
![[Pasted image 20250623222930.png|343]]",,,,
74,74,8.1.3 餐桌挑选,72,1,1,"# 餐桌挑选
1、买实木餐桌，可选柚木、橡木、白蜡木、胡桃木的，稳定耐用；不买板材贴皮，遇见高温潮湿会起皮开裂！到处是疙瘩，不好修复；
![[Pasted image 20250625223155.png]]
2、买圆边角，圆滑设计，磕碰无大碍；不买直角边，不安全，容易受伤；
![[Pasted image 20250625223502.png]]
3、买圆形、方形，不买异性，有人正坐，有人歪坐，挺难受；
![[Pasted image 20250625223512.png]]
4、买厚度达标的岩板，12mm厚度，强度合适；6mm岩板厚度，刚性强度不够，容易断裂；
![[Pasted image 20250625223617.png]]
5、买垂直桌腿，坐着不占空间，也不影响椅子收放，不买桌腿内收，占空间，还会容易不小心磕碰；
![[Pasted image 20250625223812.png]]

## 餐桌材料
岩板餐桌和实木餐桌各有优缺点，具体如下: 
岩板餐桌:岩板餐桌具有现代简约的外观，具备独特的质感和光泽，耐磨耐刮，不易变形或受潮，且容易清洁。但岩板餐桌一旦磕碰无法修复，直接导致无法使用，且岩板餐桌一般由人造石材制成，可能含有一定的化学物质。 
实木餐桌:实木餐桌呈现自然温暖的木质纹理，使用年限很长，天然环保，无污染，且触感温暖舒适。但实木餐桌需要注意防潮和防虫等问题，并容易受到刮擦或磨损的影响，且油渍不易清理，容易残留。 

综上所述，如果喜欢自然温馨的感觉，愿意花时间和精力去保养，可以选择实木餐桌;如果更注重实用性和现代感，希望日常维护简单一些，可以选择岩板餐桌。 
1 奢石:天然稀缺，纹理独特，耐用易清洁，但 价格偏高。 
![[Pasted image 20250625224452.png]]
2 实木:纹理自然，材质环保、耐用，但易有划痕、烫伤、渗色。 
![[Pasted image 20250625224509.png]]
3 岩板:耐磨、耐刮、耐烫、易清洁，但搬运时受力不均易破损。 
![[Pasted image 20250625224501.png]]
4 超晶石:质感通透，防污、耐磨、耐腐蚀，但与自然纹理有差距。 
![[Pasted image 20250625224516.png]]
5 微晶石:表面光洁，抗污，但通透不及超晶石，易划伤
![[Pasted image 20250625224522.png]]

## 选岩板餐桌
![[Pasted image 20250625224559.png]]
![[Pasted image 20250625224605.png]]
![[Pasted image 20250625224612.png]]
![[Pasted image 20250625224626.png]]
![[Pasted image 20250625224642.png]]
![[Pasted image 20250625224650.png]]
",,,,
75,75,8.2 灯具,71,1,1,,,,,
76,76,8.2.1 灯具挑选,76,1,1,"# 灯具挑选
1、圆形灯的直径=（房间的长+房间的宽）/12；
![[Pasted image 20250627090731.png]]
2、瓦数主要由家庭面积和用途决定；
![[Pasted image 20250628221051.png]]
3、色温的选择，色温指光线的颜色，3000k以下，温馨舒适；3000k-5000k，自然舒适；5000k以上明亮冷清；
![[Pasted image 20250628221349.png]]
4、选环绕式侧发光：灯光更柔和，照射更均匀，防炫效果好；不选直发光，照射不均匀，容易引起眼睛不适；
![[Pasted image 20250628221624.png]]
5、选吸顶灯，性价比高，好看，安装方便；
![[Pasted image 20250628221824.png]]
6、选超薄的，不压层高，纤薄更美观；
![[Pasted image 20250628221909.png]]
7、选无频闪，对眼睛伤害小，不选高频闪；手机摄像对着光源，出现明显闪动；
![[Pasted image 20250628221958.png]]
8、选固定光源，固定光源够用了，而且便宜；不选三色变光，每次打开都要按好几次开关，才能调到合适的光源；
![[Pasted image 20250628222201.png]]
9、选亚克力灯罩，耐用不发黄；不选塑料灯罩，发黄变脆；
![[Pasted image 20250628222209.png]]
10、选紧贴天花板的，不藏灰，不占层高；不选有缝隙的，容易藏灰，压层高，而且天花板有阴影；
![[Pasted image 20250628222220.png]]
11、选造型简单，好打理卫生；不选造型复杂的，容易藏灰难打理；
![[Pasted image 20250628222227.png]]
12、选Ra>90的高显色指数，色彩还原度高；不选Ra<80的，色彩暗淡，还原度低；
![[Pasted image 20250628222236.png]]
13、选全光谱灯，灯光自然舒服；不选蓝光高的，伤害眼睛；
![[Pasted image 20250628222255.png]]
14、注意事项
1. 灯具造型不宜太复杂，简约大方最耐看
2. 开口不要朝上容易积灰
3. 卫生间灯具一定要防水
4. 光线不要直射人的眼睛，会不舒服，要有防眩光功能
5. 认准大品牌，有3C认证的灯具和光源
6. 选择有频闪和蓝光认证的产品
7. 不要买有镀层和漆的，过不了多久就容易掉色
8. 网购灯具不要只看效果图，要把商家给的尺寸放到家里，再看是否合适。
9. 在网上购买时，请核对好logo的每一个细节，以防商家以次充好。
![[Pasted image 20250628222312.png]]
",,,,
77,77,8.2.2 灯具品牌,76,1,1,"# 灯具品牌
颜值天花板??私藏36款平价百搭简约吸顶灯

???西顿灯饰（缇所长??75哲） 现代极简风，灯具以极简线条设计为主，经典黑色酷感十足，吸顶灯吊灯、无主灯都有。
![[Pasted image 20250629115830.png]]
· ???藏月 灯具款式以几何图形为主，还喜欢运用星空??，云朵做多等自然元素，极简百搭。
![[Pasted image 20250629115837.png]]
· ???君御家居（缇所长??75哲） 主打简约风，配色多以白色为主，清新淡雅中带着小细节，10年老品牌啦。 
![[Pasted image 20250629115843.png]]
· ???若朗灯具 没想到吸顶灯的款式也能被他们玩出花，萌趣??月球灯，创意满天星款式都好看。
![[Pasted image 20250629115850.png]]
· ???恒佳灯饰 投影技术用在吸顶灯上，真的酷毙了！拼接圆形??的设计，很有层次感。
![[Pasted image 20250629115856.png]]
· ???索朗 现代简约风格灯具中，玄关灯款式一般很难出众。它家融合了北欧的温馨与简约的流畅，玄关灯极度让人心动。
![[Pasted image 20250629115902.png]]",,,,
78,78,8.3 窗帘,71,1,1,,,,,
79,79,8.3.1 窗帘挑选,79,1,1,"# 窗帘挑选
1、客厅用棉麻采光和透气性好，卧室用雪尼尔遮光和隐私性好；
![[Pasted image 20250629120402.png]]
2、1）幻影纱：幻影纱比金刚纱厚一点，也耐造，想要透光不透人，选幻影纱；2）金刚纱，想要通透朦胧飘逸选金刚纱；
![[Pasted image 20250629120501.png]]
3、不要选择拼色窗帘，有经验的选择纯色窗帘；
![[Pasted image 20250629120815.png]]
4、选高温定型的，不选窗帘自然垂落的；
![[Pasted image 20250629120923.png]]
5、有经验的选择调节钩，不选普通四爪够；
![[Pasted image 20250629121103.png]]
6、窗帘离地不能过高，离地2-3公分最好；
![[Pasted image 20250629121230.png]]
7、选窗帘盒+铝合金静音轨，不选罗马杆，会漏光，拆卸麻烦；
![[Pasted image 20250629121450.png]]",,,,
80,80,1.1.1 装修准备要点,3,1,1,"## 装修准备阶段
### 1 前言
1. 划分阶段：1）准备阶段；2）硬装阶段；3）软装阶段
2. 装修特点：非标、低频、复杂
3. 装修三大需求：安全、实用、美观
### 2 基本概念
1. 硬装5大工序：水电泥木油；人体类比：血液-水、神经-电、骨骼-泥木、皮肤-油
2. 把房子倒过来，会掉下来的就是软装，不会掉下来的就是硬装
3. 看不见的是辅材，如水管、电线、水泥、砂浆、腻子等
4. 看得到的是主材，如瓷砖、地板、卫浴洁具、油漆等
5. 设计决定施工和材料，施工和材料影响效果
6. 全包是施工+材料（辅料和主材），半包是施工+辅料；清包是施工
### 3 收房验房
1. 验房工具：卷尺+空鼓锤
2. 开发商需出示三书一证一表：住宅质量保证书、住宅使用说明书、建筑工程质量认证书；房地产开发建设项目竣工综合验收合格证；竣工验收备案表
3. 要求先验房再签字交钱；最好选择雨天验房，能发现渗水问题
4. 看门和窗：检查外观、开关是否灵活、有无损伤或缺失
5. 地面墙面：用空鼓锤敲击检查空鼓、查看有无裂缝
6. 若墙面已刷过腻子，可沾水测试是否能搓掉，以此判断是否为耐水腻子（耐水腻子可不用铲除）
7. 水路：倒一盆水测试排水是否畅通；检查管道是否牢固完整
8. 检查烟道空调孔位和外机的位置是否合理
9. 测量各个空间的尺寸，想象并规划未来的生活布局
### 4 设计规划
1. 设计规划包含设计和预算两部分
2. 建议先自行设计；只有自己最懂自己的生活需求
3. 房子是用来住的，其次才是用来看的
4. 记录居住需求：与谁居住、生活习惯、爱好、烹饪方式、洗衣频率等，事无巨细地记下来
5. 区分反应性审美（感官体验，无高下之分）和反思性审美（深度思考，有高下之分）
6. 设计软件推荐：酷家乐、三维家等（适合业主自行设计）；专业设计师通常使用CAD、3Dmax等专业软件
### 5 掌握预算
1. 设计费：设计师的专业服务应当收费；专业设计师需要多年学习和经验积累，价值不可低估
2. 基装费：包含人工和辅材费用
3. 暖通：地暖、中央空调等，这些在硬装过程中就需要自己找商家购买
4. 门窗：阳台封窗、窗户改造、防盗门、入户门等（不包含卧室门、卫生间门）
5. 主材：
   1）门：厨房、卧室、卫生间、阳台门等室内门
   2）地面：瓷砖、地板、踢脚线、美缝
   3）墙面：瓷砖、瓷片、墙纸、乳胶漆
   4）洁具、卫具、灯具、开关
6. 全屋定制：橱柜、鞋柜、衣柜、酒柜、电视柜、餐边柜、阳台柜、定制书桌和榻榻米等
7. 成品家具：沙发、茶几、餐桌、椅子、床垫等
8. 家电：电视、冰箱、洗衣机、油烟灶具、空调、饮水机、微波炉、热水器等
9. 家居装饰：装饰画、地毯、花瓶等
10. 省钱原则：注重性价比、使用体验、后期维护成本、安全成本
11. 装修市场多为一次性服务，装修公司通常不负责长期售后
12. 选购建议：有技术壁垒的产品（如家电）选大品牌；技术壁垒不高或技术成熟的产品，选小厂更划算
13. 购买渠道：高度个性化的服务（如地暖、门窗、全屋定制）适合线下购买（可砍价且能满足个性化需求）；标品（如主材、辅材、成品家具）可网上购买
14. 智能家居：分为智能设备和智能生态。智能设备技术较为成熟，如智能门锁、扫地机器人、智能马桶等；智能生态系统目前基础功能已满足日常需求，如远程开关控制等",,,,
